id,family_id,parent_id,name,bookkeeping,level,status,latitude,longitude,iso639P3code,description,markup_description,child_family_count,child_language_count,child_dialect_count,country_ids
lish1245,afro1255,sout3213,Lishanid Noshan,FALSE,language,severely endangered,44.065281,36.213298,aij,,,0,0,12,IL
lish1246,afro1255,tran1290,Lishán Didán,FALSE,language,definitely endangered,38,47,trg,,,0,0,7,AZ GE IL
lish1247,afro1255,nort3242,Lishana Deni,FALSE,language,definitely endangered,31.7745,35.2225,lsd,,,0,0,8,IL
liso1234,sino1245,nili1235,Lisoid,FALSE,family,safe,,,,,,14,24,9,
liss1238,atla1278,kute1248,Lissam,FALSE,dialect,safe,,,,,,0,0,0,
lisu1245,sino1245,ersu1241,Lisu (Ersu),FALSE,dialect,safe,,,,,,0,0,0,
lisu1250,sino1245,lisu1252,Lisu,FALSE,language,safe,22.5488,94.0184,lis,,,0,0,6,CN IN MM TH
lisu1251,aust1307,reja1241,Lisum,FALSE,dialect,safe,,,,,,0,0,0,
lisu1252,sino1245,nucl1734,Lisu-Laluba-Lavu,FALSE,family,safe,,,,,,8,13,6,
lite1247,indo1319,hind1269,Literary Hindi,FALSE,dialect,safe,,,,,,0,0,0,
lite1248,sino1245,clas1255,Literary Chinese,FALSE,language,extinct,,,lzh,,,0,0,0,CN
lith1236,sign1238,russ1270,Lithuanian Sign Language,FALSE,language,safe,55.2487,23.8814,lls,,,0,0,0,LT
lith1251,indo1319,east2280,Lithuanian,FALSE,language,safe,55.1429,23.9601,lit,,,0,0,9,BY LT LV PL RU
lith1252,indo1319,balt1257,Lithuanian Romani,FALSE,dialect,safe,,,,,,0,0,0,
liti1240,drav1251,saur1249,Litipara,FALSE,dialect,safe,,,,,,0,0,0,
liti1241,atla1278,ikpo1238,Litime,FALSE,dialect,safe,,,,,,0,0,0,
lito1235,atla1278,libi1252,Litoka,FALSE,language,safe,2.69,19.24,,,,0,0,0,CD
litt1242,aust1305,sout2689,Little Nicobar,FALSE,dialect,safe,,,,,,0,0,0,
litv1235,indo1319,east2295,Litvish,FALSE,dialect,safe,,,,,,0,0,0,
litz1237,aust1307,cent2316,Naman,FALSE,language,critically endangered,-16.1331,167.415,lzl,,,0,0,0,VU
liud1234,sino1245,sanh1239,Liudui-Pingtung,FALSE,dialect,safe,,,,,,0,0,0,
liuj1238,taik1256,nort3189,Liujiang Zhuang,FALSE,language,safe,23.6818,107.184,zlj,,,0,0,0,CN
liuq1235,taik1256,nort3189,Liuqian Zhuang,FALSE,language,vulnerable,23.6818,107.184,zlq,,,0,0,0,CN
liut1238,atla1278,poke1238,Liutwa,FALSE,dialect,safe,,,,,,0,0,0,
liuu1238,atla1278,koma1266,Liu,FALSE,dialect,safe,,,,,,0,0,0,
liva1239,aust1307,nort2836,Livara,FALSE,dialect,safe,,,,,,0,0,0,
live1239,sino1245,loth1237,Live,FALSE,dialect,safe,,,,,,0,0,0,
livi1241,indo1319,ladi1250,Livinallese,FALSE,dialect,safe,,,,,,0,0,0,
livu1239,aust1307,kuan1248,Livuan,FALSE,dialect,safe,,,,,,0,0,0,
livu1240,aust1307,ilia1236,Livunganen,FALSE,dialect,safe,,,,,,0,0,0,
livv1243,ural1272,east2796,Livvi,FALSE,language,definitely endangered,61.6565,29.0726,olo,,,0,0,0,FI RU
livv1244,ural1272,coas1319,Liv,FALSE,language,extinct,57.566,22.0262,liv,,,0,0,2,LV
lixi1238,sino1245,situ1238,Lixian,FALSE,dialect,safe,,,,,,0,0,0,
liya1241,pama1250,dhuw1249,Liyagalawumirr,FALSE,dialect,safe,,,,,,0,0,0,
liya1242,pama1250,dhuw1249,Liyagawumirr,FALSE,dialect,safe,,,,,,0,0,0,
liyu1238,atla1278,sima1258,Liyuwa,FALSE,dialect,safe,,,,,,0,0,0,
lizu1234,sino1245,ersu1242,Lizu,FALSE,language,definitely endangered,28.333425,101.350309,,,,0,0,0,CN
llak1238,quec1387,chac1250,Llakwash Chachapoyas,FALSE,dialect,safe,,,,,,0,0,0,
loan1237,aust1307,lena1238,Loanatit,FALSE,dialect,safe,,,,,,0,0,0,
loar1234,book1242,book1242,Loarki,TRUE,language,safe,26.095,68.715,lrk,,,0,0,0,PK
loba1239,atla1278,liko1252,Lobala,FALSE,language,safe,2.04881,18.3667,loq,,,0,0,3,CD CG
lobe1241,atla1278,nort2780,Lober,FALSE,dialect,safe,,,,,,0,0,0,
lobe1242,atla1278,pedi1238,Lobedu,FALSE,dialect,safe,,,,,,0,0,0,
lobi1245,atla1278,lobi1246,Lobi,FALSE,language,safe,9.96122,-3.336,lob,,,0,0,1,BF CI GH
lobi1246,atla1278,sout3164,Lobiri-Jaane,FALSE,family,safe,,,,,,0,2,2,
lobo1240,atla1278,maba1270,Lobo,FALSE,dialect,safe,,,,,,0,0,0,
lobo1241,aust1307,dobu1241,Loboda,FALSE,dialect,safe,,,,,,0,0,0,
lobu1241,aust1307,lana1236,Lobu,FALSE,dialect,safe,,,,,,0,0,0,
loda1240,aust1307,seko1243,Lodang,FALSE,dialect,safe,,,,,,0,0,0,
lodh1244,indo1319,bund1253,Lodhanti,FALSE,dialect,safe,,,,,,0,0,0,
lodh1245,indo1319,powa1246,Lodhi (Indo-European),FALSE,dialect,safe,,,,,,0,0,0,
lodh1246,indo1319,gaud1238,Lodhi,FALSE,language,safe,20.8954,84.9463,lbm,,,0,0,0,IN
lodz1235,indo1319,poyl1235,Lodz Yiddish,FALSE,dialect,safe,,,,,,0,0,0,
loga1242,indo1319,ormu1247,Logar,FALSE,dialect,safe,,,,,,0,0,0,
loga1243,atla1278,tune1261,Logananga,FALSE,dialect,safe,,,,,,0,0,0,
logb1245,atla1278,nato1234,Logba,FALSE,language,definitely endangered,6.92838,0.43068,lgq,,,0,0,0,GH
logb1246,atla1278,ikpo1238,Logbo,FALSE,dialect,safe,,,,,,0,0,0,
loge1237,aust1307,sali1295,Logeya,FALSE,dialect,safe,,,,,,0,0,0,
logg1238,atla1278,basa1284,Log,FALSE,dialect,safe,,,,,,0,0,0,
logi1238,nilo1247,otuh1238,Logiri,FALSE,dialect,safe,,,,,,0,0,0,
logo1258,atla1278,grea1291,Logooli,FALSE,language,safe,0.09487,34.729,rag,,,0,0,0,KE TZ
logo1259,cent2225,cent2043,Logo,FALSE,language,safe,3.32608,29.8866,log,,,0,0,6,CD SD
logo1260,nilo1247,otuh1238,Logotok,FALSE,dialect,safe,,,,,,0,0,0,
logo1261,daju1249,east2428,Logorik,FALSE,language,definitely endangered,11.1739,29.8053,liu,,,0,0,3,SD
logo1262,heib1242,eban1241,Logol,FALSE,language,definitely endangered,10.98053,31.12359,lof,,,0,0,0,SD
logo1273,afro1255,lagw1237,Logone-Gana,FALSE,dialect,safe,,,,,,0,0,0,
logo1274,afro1255,lagw1237,Logone-Birni,FALSE,dialect,safe,,,,,,0,0,0,
logr1238,atla1278,kala1383,Logremma,FALSE,dialect,safe,,,,,,0,0,0,
logu1236,indo1319,sard1257,Logudorese Sardinian,FALSE,language,definitely endangered,40.49,9.09957,src,,,0,0,4,IT
loha1251,aust1305,hooo1248,Lohara,FALSE,dialect,safe,,,,,,0,0,0,
loha1252,aust1305,sant1410,Lohari-Santali,FALSE,dialect,safe,,,,,,0,0,0,
lohb1238,indo1319,garh1243,Lohbya,FALSE,dialect,safe,,,,,,0,0,0,
loho1238,sino1245,uppe1412,Lohorung-Yamphu,FALSE,family,safe,,,,,,1,3,4,
loii1241,sino1245,mani1292,Loi,FALSE,dialect,safe,,,,,,0,0,0,
loii1242,atla1278,balo1261,Loi (Congo),FALSE,dialect,safe,,,,,,0,0,0,
loit1238,nilo1247,masa1300,Loitai,FALSE,dialect,safe,,,,,,0,0,0,
loja1235,quec1387,colo1257,Loja Highland Quichua,FALSE,language,vulnerable,-3.69352,-79.29151,qvj,,,0,0,0,EC
loka1252,atla1278,loko1252,Lokaa,FALSE,language,safe,5.91483,8.0933,yaz,,,0,0,2,NG
loka1253,atla1278,nkut1238,Lokalo,FALSE,dialect,safe,,,,,,0,0,0,
loka1254,atla1278,dzan1238,Lokay,FALSE,dialect,safe,,,,,,0,0,0,
loka1255,cent2225,madi1260,Lokai,FALSE,dialect,safe,,,,,,0,0,0,
loka1256,nilo1247,teso1249,Lokathan,FALSE,dialect,safe,,,,,,0,0,0,
loke1237,aust1307,arop1243,Lokep,FALSE,dialect,safe,,,,,,0,0,0,
loko1252,atla1278,east2400,Lokoic,FALSE,family,safe,,,,,,1,3,2,
loko1253,atla1278,orok1266,Lokoko,FALSE,dialect,safe,,,,,,0,0,0,
loko1254,nilo1247,lotu1249,Lokoya,FALSE,language,vulnerable,4.64724,32.26247,lky,,,0,0,0,SD
loko1255,mand1469,mend1265,Loko,FALSE,language,safe,9.11838,-12.1583,lok,,,0,0,10,SL
loku1238,atla1278,orok1266,Lokundu,FALSE,dialect,safe,,,,,,0,0,0,
lola1247,aust1307,saaa1241,Lolatavola,FALSE,dialect,safe,,,,,,0,0,0,
lola1248,aust1307,cent2309,Lola,FALSE,language,definitely endangered,-6.34188,134.879,lcd,,,0,0,2,ID
lola1249,aust1307,mong1342,Lolayan,FALSE,dialect,safe,,,,,,0,0,0,
lola1250,aust1307,goro1273,Lolak,FALSE,language,severely endangered,0.85544,124.117,llq,,,0,0,0,ID
lola1251,aust1307,lawa1257,Lolang,FALSE,dialect,safe,,,,,,0,0,0,
lola1252,beto1236,nucl1771,Lolaca,FALSE,dialect,safe,,,,,,0,0,0,
lole1239,aust1307,nucl1753,Lole,FALSE,language,vulnerable,-10.8069,123.085,llg,,,0,0,3,ID
lole1240,aust1307,mamb1306,Lolei,FALSE,dialect,safe,,,,,,0,0,0,
lolo1259,sino1245,lipo1243,Lolopo,FALSE,language,safe,25.50051,101.30185,ycl,,,0,0,3,CN
lolo1260,atla1278,siwu1238,Lolobi,FALSE,dialect,safe,,,,,,0,0,0,
lolo1261,atla1278,chuw1239,Lolo,FALSE,language,safe,-17.0232,35.9451,llb,,,0,0,0,MW MZ
lolo1262,aust1307,east2443,Lolokaro,FALSE,dialect,safe,,,,,,0,0,0,
lolo1263,aust1307,mera1242,Lolobao,FALSE,dialect,safe,,,,,,0,0,0,
lolo1264,nort2923,gale1261,Loloda-Laba,FALSE,language,safe,1.95461,127.772,loa,,,0,0,1,ID
lolo1265,sino1245,burm1265,Lolo-Burmese,FALSE,family,safe,,,,,,80,127,80,
lolo1267,sino1245,lolo1265,Loloish,FALSE,family,safe,,,,,,66,101,55,
lolt1237,aust1307,apma1240,Loltong,FALSE,dialect,safe,,,,,,0,0,0,
lolu1238,atla1278,orok1266,Lolue,FALSE,dialect,safe,,,,,,0,0,0,
loly1238,cent2225,logo1259,Lolya,FALSE,dialect,safe,,,,,,0,0,0,
loma1235,indo1319,indo1322,Lomavren,FALSE,language,vulnerable,40,45,rmi,,,0,0,0,AM AZ RU SY
loma1258,atla1278,teen1241,Loma (Côte d'Ivoire),FALSE,language,safe,9.40172,-3.47051,loi,,,0,0,0,CI
loma1259,mand1469,mend1263,Loma,FALSE,family,safe,,,,,,0,2,5,
loma1260,mand1469,loma1259,Loma (Liberia),FALSE,language,safe,7.91585,-9.69906,lom,,,0,0,5,GN LR
loma1261,aust1307,east2446,Lomaiviti,FALSE,language,safe,-18.0001,179.306,lmv,,,0,0,0,FJ
loma1262,aust1307,baba1268,Lömaumbi,FALSE,dialect,safe,,,,,,0,0,0,
loma1263,otom1299,maza1296,Loma Grande,FALSE,dialect,safe,,,,,,0,0,0,
lomb1254,cent2225,mang1393,Lombi,FALSE,language,safe,0.26796,27.342,lmi,,,0,0,0,CD
lomb1257,indo1319,gall1279,Lombard,FALSE,language,definitely endangered,45.8817,9.39509,lmo,,,0,0,12,CH IT
lomb1259,atla1278,nort2775,Lombu,FALSE,dialect,safe,,,,,,0,0,0,
lomb1260,atla1278,kele1265,Lombo,FALSE,language,safe,0.88267,24.6862,loo,,,0,0,0,CD
lomb1261,atla1278,poke1238,Lombooki,FALSE,dialect,safe,,,,,,0,0,0,
lomb1262,aust1307,east2443,Lombaha,FALSE,dialect,safe,,,,,,0,0,0,
lome1237,aust1307,whit1269,Lometimeti,FALSE,dialect,safe,,,,,,0,0,0,
lomi1237,aust1307,buna1276,Lomitawa,FALSE,dialect,safe,,,,,,0,0,0,
lomo1240,atla1278,bemb1257,Lomotua,FALSE,dialect,safe,,,,,,0,0,0,
lomo1241,aust1307,lamo1244,Lomogai,FALSE,dialect,safe,,,,,,0,0,0,
lomo1242,atla1278,vieu1234,Lomongo,FALSE,family,safe,,,,,,0,2,15,
lomw1241,atla1278,lomw1242,Mozambique Lomwe,FALSE,language,safe,-16.0381,37.2437,ngl,,,0,0,0,MW MZ
lomw1242,atla1278,maku1279,Lomweic,FALSE,family,safe,,,,,,0,2,0,
lomy1239,nilo1247,otuh1238,Lomya,FALSE,dialect,safe,,,,,,0,0,0,
lona1239,timo1261,sawi1256,Lona,FALSE,dialect,safe,,,,,,0,0,0,
lonb1237,aust1307,kela1258,Lon Bangag,FALSE,dialect,safe,,,,,,0,0,0,
lonc1237,aust1307,bang1370,Loncong,FALSE,language,vulnerable,-0.02586,103.548,lce,,,0,0,0,ID
lond1243,atla1278,orok1266,Londo,FALSE,dialect,safe,,,,,,0,0,0,
long1252,sino1245,zhon1238,Longdu,FALSE,dialect,safe,,,,,,0,0,0,
long1373,sino1245,acha1249,Longchuan,FALSE,dialect,safe,,,,,,0,0,0,
long1374,sino1245,inwa1234,Longxi Qiang,FALSE,dialect,safe,,,,,,0,0,0,
long1375,sino1245,maku1272,Long Phuri Naga,FALSE,language,safe,,,lpn,,,0,0,0,MM
long1376,sino1245,aona1235,Longla,FALSE,dialect,safe,,,,,,0,0,0,
long1377,sino1245,nort2732,Longshan Tujia,FALSE,dialect,safe,,,,,,0,0,0,
long1378,sino1245,kony1248,Longmein,FALSE,dialect,safe,,,,,,0,0,0,
long1379,sino1245,kony1248,Longching,FALSE,dialect,safe,,,,,,0,0,0,
long1380,sino1245,kony1248,Longkhai,FALSE,dialect,safe,,,,,,0,0,0,
long1381,sino1245,kony1248,Longwa,FALSE,dialect,safe,,,,,,0,0,0,
long1382,sino1245,tase1235,Longri,FALSE,dialect,safe,,,,,,0,0,0,
long1383,sino1245,tase1235,Longphi,FALSE,dialect,safe,,,,,,0,0,0,
long1385,sino1245,rawa1265,Longmi,FALSE,dialect,safe,,,,,,0,0,0,
long1386,sino1245,chuq1241,Jiangshan,FALSE,dialect,safe,28.5629681,118.3206425,,,,0,0,0,
long1387,atla1278,sout3238,Longto,FALSE,language,safe,8.33313,13.0568,wok,,,0,0,0,CM
long1388,atla1278,degg1238,Longoro,FALSE,dialect,safe,,,,,,0,0,0,
long1389,atla1278,waja1258,Longuda,FALSE,language,safe,9.75787,11.8378,lnu,,,0,0,5,NG
long1390,atla1278,zinz1238,Longo,FALSE,dialect,safe,,,,,,0,0,0,
long1391,atla1278,shii1238,Longe-Longe,FALSE,dialect,safe,,,,,,0,0,0,
long1392,atla1278,mong1338,Longombe,FALSE,dialect,safe,,,,,,0,0,0,
long1393,atla1278,mong1338,Longo (Democratic Republic of Congo),FALSE,dialect,safe,,,,,,0,0,0,
long1394,atla1278,orok1266,Longolo,FALSE,dialect,safe,,,,,,0,0,0,
long1395,aust1307,mala1485,Longgu,FALSE,language,definitely endangered,-9.75258,160.663,lgu,,,0,0,0,SB
long1396,aust1307,east2443,Longana,FALSE,dialect,safe,,,,,,0,0,0,
long1397,aust1307,sebo1238,Long Luyang,FALSE,dialect,safe,,,,,,0,0,0,
long1398,aust1307,sebo1238,Long Atun,FALSE,dialect,safe,,,,,,0,0,0,
long1399,aust1307,sebo1238,Long Pokun,FALSE,dialect,safe,,,,,,0,0,0,
long1400,aust1307,sebo1238,Long Ekang,FALSE,dialect,safe,,,,,,0,0,0,
long1401,aust1307,umal1239,Long Bangan,FALSE,dialect,safe,,,,,,0,0,0,
long1402,aust1307,ngor1244,Long Semiang,FALSE,dialect,safe,,,,,,0,0,0,
long1403,aust1307,ngor1244,Long Banyuq,FALSE,dialect,safe,,,,,,0,0,0,
long1404,aust1307,moda1244,Long Bento',FALSE,dialect,safe,,,,,,0,0,0,
long1405,aust1307,moda1244,Long Glat,FALSE,dialect,safe,,,,,,0,0,0,
long1406,aust1307,west2875,Western Lowland Kenyah,FALSE,language,definitely endangered,3.85226,114.82,ttw,,,0,0,3,MY
long1407,aust1307,long1406,Long Labid,FALSE,dialect,safe,,,,,,0,0,0,
long1408,aust1307,reja1241,Long Badan,FALSE,dialect,safe,,,,,,0,0,0,
long1409,aust1307,reja1241,Long Murun,FALSE,dialect,safe,,,,,,0,0,0,
long1410,aust1307,reja1241,Long Geng,FALSE,dialect,safe,,,,,,0,0,0,
long1411,aust1307,reja1241,Long Kehobo,FALSE,dialect,safe,,,,,,0,0,0,
long1412,aust1307,bara1370,Long Akahsemuka,FALSE,dialect,safe,,,,,,0,0,0,
long1413,aust1307,bara1370,Long Atip,FALSE,dialect,safe,,,,,,0,0,0,
long1414,aust1307,busa1255,Long Bleh,FALSE,dialect,safe,,,,,,0,0,0,
long1415,aust1307,kipu1237,Long Kiput,FALSE,dialect,safe,,,,,,0,0,0,
long1416,aust1307,kipu1237,Long Tutoh,FALSE,dialect,safe,,,,,,0,0,0,
long1417,sino1245,macr1275,Longjia,FALSE,language,extinct,26.4,105.233333,,,,0,0,0,CN
loni1238,aust1307,moko1244,Loniu,FALSE,language,safe,-2.06124,147.35,los,,,0,0,0,PG
lont1237,aust1307,hako1237,Lontes,FALSE,dialect,safe,,,,,,0,0,0,
lonw1238,aust1307,ambr1240,Lonwolwol,FALSE,language,definitely endangered,-16.2286,168.016,crc,,,0,0,0,VU
lonz1238,atla1278,yaka1269,Lonzo,FALSE,dialect,safe,-4.61444,16.7259,lnz,,,0,0,0,CD
lood1234,mand1469,west2877,Loo Dan,FALSE,dialect,safe,,,,,,0,0,0,
loof1241,atla1278,dadi1249,Loofiyo,FALSE,dialect,safe,,,,,,0,0,0,
loof1242,atla1278,dadi1249,Loofaa,FALSE,dialect,safe,,,,,,0,0,0,
look1237,aust1307,inon1237,Looknon,FALSE,dialect,safe,,,,,,0,0,0,
looo1238,atla1278,bura1270,Loo,FALSE,language,definitely endangered,9.4066,11.0511,ldo,,,0,0,0,NG
lopa1238,atla1278,oler1234,Lopa,FALSE,language,safe,10.3756,4.67396,lop,,,0,0,0,NG
lopi1242,nilo1247,lotu1249,Lopit,FALSE,language,safe,4.6986,32.7534,lpx,,,0,0,0,SD
lopi1243,book1242,book1242,Lopi,TRUE,language,safe,25.0833,97.0833,lov,,,0,0,0,MM
lopn1238,turk1311,uigh1240,Lopnor,FALSE,dialect,safe,,,,,,0,0,0,
lora1237,aust1307,cent2309,Lorang,FALSE,language,safe,-6.30338,134.41,lrn,,,0,0,0,ID
lore1243,indo1319,sout3200,Loreto-Ucayali Spanish,FALSE,language,safe,-4.74563,-73.6507,spq,,,0,0,0,PE
lore1244,aust1307,east2754,Nethalp,FALSE,language,severely endangered,-15.334763,167.166325,lnn,,,0,0,0,VU
lore1245,araw1281,trin1274,Loreto,FALSE,dialect,safe,,,,,,0,0,0,
lori1239,cent2225,moro1293,Lori,FALSE,family,safe,,,,,,0,2,5,
lorr1242,indo1319,stan1290,Lorraine,FALSE,dialect,safe,,,,,,0,0,0,
lorr1243,indo1319,luxe1241,Lorrain Franconian,FALSE,dialect,safe,,,,,,0,0,0,
lorw1238,nilo1247,otuh1238,Lorwama,FALSE,dialect,safe,,,,,,0,0,0,
losa1236,aust1307,naka1262,Losa,FALSE,dialect,safe,,,,,,0,0,0,
losi1239,aust1307,dehu1237,Losi,FALSE,dialect,safe,,,,,,0,0,0,
losi1240,aust1307,teop1238,Losiara,FALSE,dialect,safe,,,,,,0,0,0,
lota1238,atla1278,orok1266,Lotanga,FALSE,dialect,safe,,,,,,0,0,0,
lote1237,aust1307,meng1266,Lote,FALSE,language,safe,-5.954,150.911,uvl,,,0,0,0,PG
loth1237,sino1245,aoic1235,Lotha Naga,FALSE,language,safe,26.01396,94.04355,njh,,,0,0,7,IN
loti1239,surm1244,murl1244,Lotilla,FALSE,dialect,safe,,,,,,0,0,0,
loto1239,aust1307,cent2058,Lotora,FALSE,dialect,safe,,,,,,0,0,0,
loto1240,aust1307,hiwl1234,Lo-Toga,FALSE,language,definitely endangered,-13.334872,166.634338,lht,,,0,0,0,VU
lotu1248,nilo1247,teso1247,Lotuxo-Maa,FALSE,family,safe,,,,,,3,8,21,
lotu1249,nilo1247,lotu1248,Lotuxo,FALSE,family,safe,,,,,,0,5,6,
lotu1250,aust1307,bisa1270,Lotud,FALSE,language,definitely endangered,6.13732,116.232,dtr,,,0,0,0,MY
loud1234,sino1245,luos1238,Loudi,FALSE,dialect,safe,27.733333,111.9281883,,,,0,0,0,
loug1237,aust1307,muyu1244,Lougaw,FALSE,dialect,safe,,,,,,0,0,0,
loui1240,indo1319,circ1240,Louisiana Creole French,FALSE,language,severely endangered,30.0412,-90.7475,lou,,,0,0,0,US
loui1241,indo1319,stan1288,Louisiana Spanish,FALSE,dialect,safe,,,,,,0,0,0,
loun1239,aust1307,nort3221,Loun,FALSE,language,extinct,-2.8778,128.912,lox,,,0,0,0,ID
louo1238,atla1278,gbag1258,Louome,FALSE,dialect,safe,,,,,,0,0,0,
loup1243,algi1248,sout3237,Loup A,FALSE,language,extinct,,,xlo,,,0,0,0,US
loup1244,aust1307,sout2879,Lou-Paluai,FALSE,family,safe,,,,,,0,2,3,
lous1238,sino1245,pait1244,Lousau,FALSE,dialect,safe,,,,,,0,0,0,
louu1244,nilo1247,nuer1246,Lou (Nilotic),FALSE,dialect,safe,,,,,,0,0,0,
louu1245,aust1307,loup1244,Lou,FALSE,language,safe,-2.38659,147.346,loj,,,0,0,1,PG
lova1240,indo1319,vlax1238,Lovari,FALSE,dialect,safe,,,,,,0,0,0,
love1237,aust1305,nucl1299,Loven-Suq,FALSE,family,safe,,,,,,0,2,0,
lovi1238,afro1255,nzan1240,Lovi,FALSE,dialect,safe,,,,,,0,0,0,
lowa1241,indo1319,swis1247,Low Alemannic,FALSE,dialect,safe,,,,,,0,0,0,
lowa1242,sino1245,sout3216,Lowa,FALSE,language,definitely endangered,29.0324,83.8959,loy,,,0,0,2,NP
lowe1245,indo1319,maha1287,Lower Mahasu Pahari,FALSE,dialect,safe,,,,,,0,0,3,
lowe1384,indo1319,slov1268,Lower Carniola,FALSE,dialect,safe,,,,,,0,0,0,
lowe1385,indo1319,sorb1249,Lower Sorbian,FALSE,language,definitely endangered,51.6621,13.9407,dsb,,,0,0,0,DE
lowe1386,indo1319,roma1326,Lower Engadine,FALSE,dialect,safe,,,,,,0,0,0,
lowe1387,indo1319,nort2627,Low East Prussian,FALSE,dialect,safe,,,,,,0,0,0,
lowe1388,indo1319,schl1237,Lower Silesian,FALSE,language,vulnerable,50.6963,15.9667,sli,,,0,0,0,CZ PL
lowe1389,indo1319,yazg1240,Lower Yazgulyam,FALSE,dialect,safe,,,,,,0,0,0,
lowe1390,indo1319,pras1239,Lower Prasun,FALSE,dialect,safe,,,,,,0,0,0,
lowe1391,indo1319,sadr1248,Lower Sadri,FALSE,dialect,safe,,,,,,0,0,0,
lowe1392,ural1272,ingr1248,Lower Luga,FALSE,dialect,safe,,,,,,0,0,0,
lowe1393,aust1305,lame1256,Lower Lamet,FALSE,dialect,safe,,,,,,0,0,0,
lowe1394,aust1305,bond1245,Lower Bondo,FALSE,dialect,safe,,,,,,0,0,0,
lowe1395,aust1305,ongt1234,Lower Ta'oih,FALSE,language,safe,15.9083,106.873,tto,,,0,0,2,LA
lowe1396,turk1311,chul1246,Lower Chulym Turkic,FALSE,dialect,safe,,,,,,0,0,5,
lowe1397,kart1248,svan1243,Lower Bal,FALSE,dialect,safe,,,,,,0,0,0,
lowe1398,sino1245,grom1238,Lower Groma,FALSE,dialect,safe,,,,,,0,0,0,
lowe1399,sino1245,khen1241,Lower Kheng,FALSE,dialect,safe,,,,,,0,0,0,
lowe1400,sino1245,zyph1238,Lower Zyphe,FALSE,dialect,safe,,,,,,0,0,0,
lowe1401,pama1250,vict1234,Lower Murray,FALSE,family,safe,,,,,,1,5,10,
lowe1402,pama1250,lowe1401,Lower Riverland,FALSE,language,extinct,,,,,,0,0,0,AU
lowe1403,pama1250,yara1253,Lower Darling-Lower Lachlan,FALSE,language,extinct,-33.9470874,141.5854211,,,,0,0,2,AU
lowe1404,atla1278,adel1244,Lower Adele,FALSE,dialect,safe,,,,,,0,0,0,
lowe1405,atla1278,keny1279,Lower Kenyang,FALSE,dialect,safe,,,,,,0,0,0,
lowe1406,mand1469,west2877,Lower Gio,FALSE,dialect,safe,,,,,,0,0,0,
lowe1407,tuuu1241,huaa1247,Lower-Nosop,FALSE,language,extinct,-25.54522,20.588827,,,,0,0,3,ZA
lowe1408,more1255,yeii1239,Lower Yei,FALSE,dialect,safe,,,,,,0,0,0,
lowe1409,aust1307,sout3229,Lower Mamberamo,FALSE,family,safe,,,,,,1,3,0,
lowe1410,aust1307,mort1237,Lower Mortlock,FALSE,dialect,safe,,,,,,0,0,0,
lowe1411,aust1307,mark1257,Lower Markham,FALSE,family,safe,,,,,,1,7,0,
lowe1412,aust1307,sout3207,Tanudan Kalinga,FALSE,language,safe,17.3441,121.311,kml,,,0,0,3,PH
lowe1413,aust1307,timu1262,Lower Murut,FALSE,dialect,safe,,,,,,0,0,0,
lowe1414,sepi1257,hewa1241,Lower Lagaip,FALSE,dialect,safe,,,,,,0,0,0,
lowe1415,nucl1709,gran1246,Lower Grand Valley Dani,FALSE,language,safe,-4.25684,138.992,dni,,,0,0,5,ID
lowe1416,nucl1709,lowe1415,Lower Grand Valley Hitigima,FALSE,dialect,safe,,,,,,0,0,0,
lowe1417,nucl1709,lowe1415,Lower Kimbin,FALSE,dialect,safe,,,,,,0,0,0,
lowe1418,nucl1709,lowe1415,Lower Bele,FALSE,dialect,safe,,,,,,0,0,0,
lowe1419,nucl1709,sili1249,Lower Samenage,FALSE,dialect,safe,,,,,,0,0,0,
lowe1420,nucl1709,toka1244,Lower Asaro,FALSE,dialect,safe,,,,,,0,0,0,
lowe1421,kiwa1251,bamu1257,Lower Bamu,FALSE,dialect,safe,,,,,,0,0,0,
lowe1423,lowe1437,lowe1437,Lower Sepik,FALSE,family,safe,,,,,,2,6,0,
lowe1425,atha1245,nort2940,Lower Tanana,FALSE,language,critically endangered,64.8834,-149.451,taa,,,0,0,0,US
lowe1426,sali1255,quin1251,Lower Chehalis (Quinault),FALSE,dialect,safe,,,,,,0,0,0,
lowe1427,sali1255,coas1311,Lower Chehalis,FALSE,language,extinct,46.7736,-124.004,cea,,,0,0,0,US
lowe1435,afro1255,west2765,Lower Barwari,FALSE,dialect,safe,,,,,,0,0,0,
lowe1436,pama1250,aran1267,Lower Southern Aranda,FALSE,language,extinct,-26.3,135.4,axl,,,0,0,0,AU
lowe1437,,,Lower Sepik-Ramu,FALSE,family,safe,,,,,,18,30,12,
lowe1438,chin1490,chin1490,Lower Chinookan,FALSE,family,safe,,,,,,0,2,2,
lowe1439,lowe1437,ramu1234,Lower Ramu,FALSE,family,safe,,,,,,5,8,5,
lowe1440,indo1319,macr1272,Lower Guinea Portuguese,FALSE,family,safe,,,,,,1,4,0,
lowe1441,book1242,book1242,Lower Pokomo,TRUE,language,safe,,,poj,,,0,0,0,
lowe1442,nakh1245,sout3261,Lower Vurqri,FALSE,dialect,safe,,,,,,0,0,0,
lowe1443,ural1272,west2391,Lower Luga Votic,FALSE,dialect,safe,,,,,,0,0,0,
lowe1444,pama1250,coas1320,Lower Richmond,FALSE,language,safe,-28.937029,153.48612,,,,0,0,3,AU
