geo_latitude,geo_longitude
-29.85,31.016701
-33.900002,25.6
-1.32481,36.848999
-1.32481,36.848999
-1.32481,36.848999
-22.57,17.083599
-22.57,17.083599
-26.230801,28.0585
-1.2841001,36.815498
-1.2841001,36.815498
-26.1154,28.047501
-26.1154,28.047501
-26.1154,28.047501
-26.1154,28.047501
30.063101,31.231199
-1.2590899,36.785801
-1.2590899,36.785801
-1.2590899,36.785801
-1.2590899,36.785801
-1.2590899,36.785801
-1.2590899,36.785801
-1.2590899,36.785801
-1.2590899,36.785801
-1.2590899,36.785801
-1.2590899,36.785801
33.533298,-7.5833302
33.533298,-7.5833302
33.533298,-7.5833302
31.629499,-7.9810801
31.629499,-7.9810801
33.573101,-7.5898399
33.573101,-7.5898399
35.688202,139.7532
37.749699,140.4252
35.690601,139.77
35.688202,139.7532
35.690601,139.77
35.690601,139.77
33.649899,130.44501
28.6917,77.167198
28.1124,112.984
23.389799,102.592
-32.276798,115.7298
36.2934,139.7877
21.1702,72.8311
44.2411,-76.578796
43.506699,-81.158203
43.668301,-79.420502
44.435398,26.1033
46.266701,22.35
37.5863,-4.6381001
63.431702,10.3961
50.4547,30.5238
49.429699,32.091801
49.429699,32.091801
49.428501,32.062099
56.136501,40.396599
51.099998,5.8000002
50.849998,4.3832998
50.8451,4.3557
50.8451,4.3557
50.454102,3.9523001
51.2145,4.4152999
50.8451,4.3557
50.454102,3.9523001
50.640598,5.5774002
50.633301,5.5667
50.516701,4.6666999
50.483299,5.3667002
50.3419,5.1570001
50.700001,5.6999998
50.400002,4.2666998
50.8451,4.3557
50.766701,5.5999999
49.583302,5.8000002
51.2145,4.4152999
50.8451,4.3557
50.916698,2.6833
51.4543,-.97812998
55.622299,-4.5008001
51.508801,-.126
44.451199,26.0877
44.451199,26.0877
44.451199,26.0877
51.659199,39.226898
55.752701,37.617199
25.2633,55.308701
25.2633,55.308701
25.4111,55.435001
25.4111,55.435001
25.4111,55.435001
25.4111,55.435001
25.4111,55.435001
56.237701,43.962399
56.3283,44.0019
67.297501,14.7332
59.209599,9.6090002
63.431702,10.3961
48.9109,2.54615
56.851898,60.612202
61.5289,23.710899
45.150002,26.8333
49.4431,1.0993
46.9767,-1.3085001
60.173302,24.941
60.173302,24.941
60.173302,24.941
60.173302,24.941
60.173302,24.941
60.173302,24.941
60.173302,24.941
60.173302,24.941
60.173302,24.941
38.044899,23.806299
37.9842,23.7353
58.162102,7.9966998
58.027401,7.4534001
58.312099,6.9619002
42.696201,2.8971
55.752701,37.617199
38.679699,-8.9674997
38.706699,-8.9738998
38.524399,-8.8881998
38.524399,-8.8881998
38.6311,-8.9138002
38.753799,-9.2307997
37.028599,-7.8411002
38.7174,-9.1321001
40.0979,-8.3280001
41.444401,-8.2961998
38.722301,-9.1393404
38.722301,-9.1393404
60.393002,5.3242002
48.1982,16.391701
49.691299,14.022
49.4333,16.3333
49.133301,16.6667
50.046501,14.4565
50.076599,14.5148
50.076599,14.5148
50.4547,30.5238
48.460201,35.032799
50.163101,5.2216001
50.616699,4.8167
50.416698,4.4333
50.666698,5.4667001
50.8451,4.3557
50.4342,3.7944
50.4342,3.7944
50.4342,3.7944
50.700001,5.7167001
48.513199,32.259701
44.435398,26.1033
44.4991,26.0646
44.9333,26.5833
44.435398,26.1033
44.950001,26.016701
44.4991,26.0646
46.231701,27.6691
37.497898,126.8592
32.793999,130.7368
-38.3554,144.9068
-33.8675,151.207
-27.5667,152.96671
-37.936699,145.03419
-34.052101,151.088
-33.75,150.7
38.851101,115.4903
-38.1366,145.8584
35.664299,139.6252
31.4816,74.355103
32.510101,74.543098
31.4909,74.368103
31.4909,74.368103
31.4909,74.368103
31.4816,74.355103
31.5249,74.3479
31.4816,74.355103
14.4732,121.004
26.7358,111.2944
14.676,121.044
14.4793,121.02
14.5667,120.9833
13.7668,121.064
13.7668,121.064
13.7668,121.064
13.7668,121.064
13.7668,121.064
17.134701,120.562
17.134701,120.562
14.5764,121.085
7.1907101,125.455
17.134701,120.562
37.598499,126.9783
1.32517,103.749
24.8127,67.011497
35.4478,139.6425
26.5833,106.7167
14.4996,121.0507
34.2598,108.9294
23.1292,113.264
35.690601,139.77
36.314701,139.8
36.314701,139.8
45.802299,126.536
45.802299,126.536
23.1292,113.264
1.29936,103.838
1.29936,103.838
1.29936,103.838
1.29936,103.838
1.29936,103.838
1.29936,103.838
1.29936,103.838
33.674,73.052696
33.674,73.052696
33.674,73.052696
33.674,73.052696
33.674,73.052696
33.674,73.052696
-43.533298,172.6333
-45.874199,170.5036
31.511299,74.345398
31.511299,74.345398
24.904301,67.081703
-6.1740999,106.8296
-6.1740999,106.8296
-6.2351999,106.9922
-6.9217,107.6071
22.290899,114.15
22.3137,114.1837
22.2833,114.1333
22.290899,114.15
22.35,114.1
22.35,114.1
22.3167,114.1667
35.1562,126.85
27.999399,120.6668
37.287701,127.031
-33.839199,151.20599
-37.766701,144.78329
-27.222799,153.0208
37.535999,126.971
37.535999,126.971
37.4562,126.7288
37.535999,126.971
35.1003,129.0442
37.640499,127.2171
35.493301,128.7489
10.8142,106.6438
14.4297,120.9367
13.7594,121.06
14.6288,121.0462
14.6179,121
14.5832,121.0409
14.6492,120.9826
14.6644,121.0175
14.6644,121.0175
14.6969,121.1219
14.6,121.0333
14.5886,121.1757
14.5432,121.0691
14.5683,121.0478
14.4833,120.9833
16.047501,120.3408
14.6179,121
14.5329,121.0166
14.5456,120.9958
10.3794,123.9564
14.5456,120.9958
14.4998,121.0422
14.5752,121.042
37.598499,126.9783
-6.1740999,106.8296
3.5847001,98.662903
3.5847001,98.662903
-6.22961,106.827
36.264702,120.033
36.662102,117.0104
36.066002,120.3694
23.116699,113.25
23.1322,113.267
36.668499,117.02
22.8155,108.328
35.7192,139.69991
35.639099,139.51601
35.718201,139.9277
35.233299,136.89999
10.8231,106.63
10.8231,106.63
10.8231,106.63
10.8231,106.63
10.8231,106.63
10.8142,106.6438
10.8231,106.63
10.8231,106.63
10.8231,106.63
22.3381,104.149
10.8231,106.63
21.0278,105.834
10.9574,106.843
21.0313,105.8516
21.0313,105.8516
10.8142,106.6438
10.9574,106.843
10.6894,106.592
10.6894,106.592
10.6894,106.592
21.0278,105.834
21.0313,105.8516
21.0278,105.834
21.0313,105.8516
35.609001,139.73019
21.0313,105.8516
21.0313,105.8516
34.2598,108.9294
21.0313,105.8516
22.290899,114.15
22.3964,114.109
22.3333,114.25
22.494699,114.107
25.0536,102.699
23.116699,113.25
23.1322,113.267
22.5833,113.0833
-6.1740999,106.8296
-6.1740999,106.8296
-6.1740999,106.8296
-6.1740999,106.8296
-6.1864901,106.834
-6.1751099,106.865
2.0121701,98.979698
-33.9118,151.19299
-6.9931998,110.4215
-6.9931998,110.4215
-6.9931998,110.4215
-6.9931998,110.4215
-6.9931998,110.4215
36.66,138.20509
35.686298,139.4388
35.688202,139.7532
33.2673,130.2961
34.609402,135.7571
37.561001,126.995
-36.856201,174.78101
39.928799,116.3889
39.9174,116.361
22.572001,88.366997
22.572001,88.366997
23.7197,90.5634
-6.1740999,106.8296
-6.1740999,106.8296
-6.1864901,106.834
-6.1864901,106.834
-6.1740999,106.8296
-6.1740999,106.8296
-6.1740999,106.8296
-6.1740999,106.8296
35.745701,139.87939
-37.883301,145.21671
-33.868801,151.209
-37.819,145.15331
31.044901,121.4012
31.044901,121.4012
37.152199,127.0706
35.9697,139.58859
33.5984,73.044098
-6.1740999,106.8296
-6.1740999,106.8296
-6.1740999,106.8296
-6.8797002,109.126
-6.8797002,109.126
-6.8797002,109.126
33.709999,73.058296
33.697498,73.014603
33.709999,73.058296
-44.200001,170.98331
22.572001,88.366997
22.572001,88.366997
22.583099,88.391502
-39.591702,174.28329
-36.850601,174.7679
-36.850601,174.7679
-39.650002,176.8333
-36.854301,174.76401
-36.854301,174.76401
-36.854301,174.76401
-36.850601,174.7679
30.294001,120.1619
35.177799,136.90759
33.4408,113.608
1.2920901,103.807
1.3868099,103.891
1.2920901,103.807
1.38398,103.747
1.2920901,103.807
1.3868099,103.891
1.2920901,103.807
-33.8862,151.209
-32.950001,151.6667
10.8231,106.63
10.8231,106.63
10.8231,106.63
10.8231,106.63
10.8231,106.63
10.8231,106.63
24.8267,67.028999
10.8231,106.63
10.8231,106.63
10.8231,106.63
1.38398,103.747
1.2920901,103.807
1.38398,103.747
1.2920901,103.807
1.38398,103.747
1.2920901,103.807
1.2920901,103.807
-6.9217,107.6071
22.572001,88.366997
-7.2484002,112.7419
-5.4292002,105.2611
-6.3432999,106.4989
35.754601,139.46851
31.044901,121.4012
39.904202,116.407
-37.807098,144.9516
-27.610001,153.30161
-33.911701,151.19299
22.8155,108.328
37.535999,126.971
37.598499,126.9783
22.366699,114.1
23.741501,90.427597
1.32429,103.893
1.32429,103.893
1.29465,103.79
1.29465,103.79
1.29546,103.79
1.29546,103.79
30.197001,67.003098
10.8231,106.63
16.4667,107.6
10.8231,106.63
32.450001,74.116699
34.683601,113.5325
45.75,126.65
22.5333,114.1333
34.2598,108.9294
28.178301,113.1117
37.870602,112.549
34.683601,113.5325
22.572001,88.366997
22.572599,88.363899
12.9716,77.594597
22.572599,88.363899
17.377501,78.502701
22.572001,88.366997
26.074499,119.296
21.0313,105.8516
35.8396,128.62601
21.0313,105.8516
32.061699,118.7778
32.061699,118.7778
-6.1740999,106.8296
22.3964,114.109
-36.864101,174.778
-36.864101,174.778
-37.783699,175.28239
-36.850601,174.7679
35.857201,139.6498
1.32517,103.749
1.3868099,103.891
1.2920901,103.807
1.2920901,103.807
1.2920901,103.807
-31.983299,115.8667
-26.6847,153.05569
-27.9,153.3
-34.980202,138.5694
34.7756,134.8255
34.773399,137.74071
35.376099,139.6171
35.609798,139.748
10.8231,106.63
10.8231,106.63
10.8231,106.63
16.054399,108.202
39.891899,116.377
-36.850601,174.7679
-36.850601,174.7679
-40.328701,175.6451
-36.850601,174.7679
-41.285999,174.7719
-43.533298,172.6333
-45.874199,170.5036
-45.874199,170.5036
-36.850601,174.7679
-41.285999,174.7719
-37.684601,176.162
-37.684601,176.162
-44.396599,171.2415
-7.5142002,109.2942
-6.1740999,106.8296
23.1322,113.267
33.5984,73.044098
32.923302,73.696701
24.8615,67.009903
32.923302,73.696701
30.5333,72.699997
31.5546,74.357201
31.4909,74.368103
31.4909,74.368103
31.4909,74.368103
31.4909,74.368103
33.729401,73.093102
33.729401,73.093102
33.729401,73.093102
33.729401,73.093102
33.729401,73.093102
33.729401,73.093102
33.729401,73.093102
33.729401,73.093102
36.662102,117.0104
37.6185,126.9278
36.3545,127.384
36.3214,127.4197
-36.856899,174.765
-36.856899,174.765
-36.856899,174.765
22.290899,114.15
22.299999,114.1833
22.299999,114.1833
22.290899,114.15
22.290899,114.15
34.496498,135.41409
22.290899,114.15
22.290899,114.15
22.290899,114.15
22.290899,114.15
22.290899,114.15
22.290899,114.15
22.290899,114.15
22.290899,114.15
22.290899,114.15
23.723101,90.4086
23.819599,90.363998
1.32517,103.749
1.32517,103.749
1.32517,103.749
1.32517,103.749
1.32517,103.749
1.32517,103.749
1.32517,103.749
1.32517,103.749
31.4909,74.368103
1.3868099,103.891
1.2920901,103.807
1.3868099,103.891
14.5667,120.9833
14.5752,121.042
14.5752,121.042
14.5995,120.984
14.6019,120.9896
14.8311,120.7892
15.2514,120.8572
14.8292,120.2828
15.0324,120.8808
14.5752,121.042
37.752701,128.87241
-38.172401,144.5699
-33.783298,151.1667
-33.8675,151.207
-27.4732,153.0215
-33.9203,151.0735
-33.849899,151.034
-6.1740999,106.8296
-6.1740999,106.8296
-6.1740999,106.8296
-6.1740999,106.8296
-6.1740999,106.8296
-6.1740999,106.8296
-6.1740999,106.8296
-5.1476698,119.433
23.1292,113.264
31.863899,117.2808
-27.467699,153.0312
23.0308,113.7174
23.0833,114.4
23.1292,113.264
15.1513,120.5841
15.146,121.0442
15.146,121.0442
14.9547,120.8969
35.688202,139.7532
37.5984,127.0911
37.5504,127.1455
34.976299,128.32359
37.4562,126.7288
37.619999,126.7181
35.149601,126.9156
34.9053,126.6649
35.149601,126.9156
-33.883099,151.1653
-27.549999,152.98331
-32.966702,151.60001
-31.963301,115.8608
-37.916698,145.2
32.061699,118.7778
32.061699,118.7778
-34.916698,138.64999
31.719999,72.978897
14.4506,120.9828
1.38398,103.747
1.2920901,103.807
1.3868099,103.891
1.2920901,103.807
1.38398,103.747
1.2920901,103.807
-35.6982,174.3002
-36.850601,174.7679
-36.850601,174.7679
-39.0714,174.06219
-39.0714,174.06219
-39.901901,175.0647
-39.650002,176.8333
-46.388401,168.3801
-40.633301,175.27499
-36.850601,174.7679
-45.186501,169.3154
34.740501,135.5085
37.6563,127.062
14.6396,121.017
14.6288,121.0462
-35.6982,174.3002
-36.850601,174.7679
-36.869099,174.776
-43.533298,172.6333
-45.878799,170.50301
-33.948002,151.0798
-37.766998,144.9543
-27.483299,153.21671
-33.918499,151.2041
-27.471001,153.02299
36.452801,139.8197
14.5752,121.042
36.3214,127.4197
37.500599,126.9515
37.581902,127.0541
14.5752,121.042
14.5764,121.085
14.5752,121.042
-36.853199,174.76601
-36.850601,174.7679
-37.783699,175.28239
-36.850601,174.7679
-43.533298,172.6333
-36.850601,174.7679
-36.850601,174.7679
-36.854301,174.76401
-37.8106,175.76241
-36.850601,174.7679
-36.850601,174.7679
-36.850601,174.7679
-37.783699,175.28239
-36.850601,174.7679
-36.850601,174.7679
-43.533298,172.6333
-37.684601,176.162
-43.533298,172.6333
-41.1283,174.82021
-35.633301,174.4333
-37.783699,175.28239
24.872299,67.060204
24.904301,67.081703
37.635201,127.021
34.2598,108.9294
21.0394,105.793
21.0313,105.8516
39.018902,117.806
41.780602,123.4312
22.290899,114.15
22.299999,113.95
22.290899,114.15
22.299999,113.95
22.299999,113.95
22.299999,113.95
10.8231,106.63
36.3214,127.4197
10.8231,106.63
21.0313,105.8516
21.0313,105.8516
18.972099,72.8246
34.693699,135.49699
10.8231,106.63
23.810301,90.412498
39.921001,116.443
14.1031,120.9328
14.58,121.1169
14.5865,121.0371
14.4711,121.0223
16.016701,120.2333
14.5502,121.0401
-37.817001,145.00101
-31.9333,115.8
35.575298,139.64
-35.3862,149.058
-35.283501,149.1281
35.177799,136.90759
-27.500601,153.035
-27.128099,153.0524
-37.866699,144.6667
37.388401,126.936
-41.286499,174.776
35.469101,139.429
35.539902,129.32001
22.290899,114.15
22.290899,114.15
1.32517,103.749
37.286098,127.035
37.535999,126.971
37.598499,126.9783
37.535999,126.971
37.535999,126.971
-6.2976899,106.826
39.891899,116.377
37.2859,127.0099
37.4687,126.9458
34.803799,128.3891
37.3638,127.122
37.358799,127.115
-6.1783099,106.632
-.49169999,117.1458
-6.1740999,106.8296
-6.1740999,106.8296
-6.1740999,106.8296
-6.1740999,106.8296
-6.177,106.6284
-6.9217,107.6071
-6.9217,107.6071
-7.5560999,110.8317
-8.6506996,115.2124
37.535999,126.971
35.8106,139.73849
37.0107,127.125
14.647,121.051
14.647,121.051
10.8142,106.6438
-41.269501,173.2858
-36.854301,174.76401
-36.850601,174.7679
-36.8582,174.84019
-43.533298,172.6333
-43.533298,172.6333
-41.285999,174.7719
-41.285999,174.7719
-36.850601,174.7679
-36.850601,174.7679
-38.668201,178.0302
33.4408,113.608
33.4408,113.608
34.683601,112.4536
22.290899,114.15
23.116699,113.25
23.116699,113.25
26.2537,127.6989
35.694,139.754
35.694,139.754
35.694,139.754
35.694,139.754
35.694,139.754
35.694,139.754
35.694,139.754
35.612999,139.70309
35.694,139.754
35.694,139.754
35.694,139.754
35.694,139.754
33.353802,129.6071
35.694,139.754
35.703701,139.9957
35.694,139.754
35.694,139.754
1.2920901,103.807
1.2920901,103.807
52.1959,5.4187002
49.283298,-123.115
-7.9878001,-34.991402
21.5168,39.2192
21.5168,39.2192
24.7136,46.675301
54.017601,38.255402
55.382,10.2694
59.972698,11.0056
59.972698,11.0056
59.972698,11.0056
59.972698,11.0056
59.924599,11.1571
4.0510602,9.7678699
4.0510602,9.7678699
4.0510602,9.7678699
4.0510602,9.7678699
4.0510602,9.7678699
4.0510602,9.7678699
6.6666002,-1.6162699
6.6666002,-1.6162699
1.32517,103.749
1.32517,103.749
21.2703,40.415798
21.5168,39.2192
24.7136,46.675301
24.7136,46.675301
21.5168,39.2192
21.5168,39.2192
21.5168,39.2192
63.431702,10.3961
-33.892101,151.194
14.5456,120.9958
14.5504,121.0602
14.5998,121.037
14.6019,120.9896
44.295502,-76.428001
50.2547,28.658701
46.472099,30.73
40.726501,-73.983498
55.6786,12.5589
57.0229,9.89715
62.233299,25.733299
44.103001,9.8238001
-21.677401,-41.455299
-22.920099,-43.3307
-36.866798,174.765
34.778099,135.4539
-10.8644,-37.173302
-22.3822,-43.1591
45.506302,-73.579399
45.2691,-75.751801
19.3367,-99.187302
34.277599,133.77361
46.097,-64.704903
43.6982,-79.407204
1.29792,103.772
1.29792,103.772
-33.9258,18.4259
53.271702,-110.0853
22.4,113.9833
22.290899,114.15
-26.2309,28.0583
-25.757,28.1443
24.855301,67.0261
45.271702,-66.058403
-27.500601,153.035
22.290899,114.15
22.4667,114
22.290899,114.15
-12.8949,-38.326
-23.6201,-46.019402
-28.0833,153.3667
1.32517,103.749
1.32517,103.749
1.32517,103.749
1.32517,103.749
1.32517,103.749
1.32517,103.749
-10.8984,-37.679901
-26.754801,-48.729198
-6.1740999,106.8296
59.209599,9.6090002
26.846701,80.946198
28.984501,77.706398
28.984501,77.706398
28.984501,77.706398
28.984501,77.706398
-6.1740999,106.8296
43.297298,-2.01263
43.297298,-2.01263
43.297298,-2.01263
22.2833,114.1333
22.290899,114.15
22.290899,114.15
22.290899,114.15
22.290899,114.15
22.290899,114.15
22.290899,114.15
22.290899,114.15
22.366699,114.1
22.4,113.9833
10.8231,106.63
21.0313,105.8516
21.0313,105.8516
16.068501,108.2215
10.8061,106.659
10.8061,106.659
10.8231,106.63
10.8231,106.63
10.8231,106.63
10.8142,106.6438
10.8231,106.63
10.8231,106.63
10.8142,106.6438
10.8231,106.63
22.290899,114.15
22.290899,114.15
22.290899,114.15
22.290899,114.15
22.290899,114.15
22.290899,114.15
22.290899,114.15
22.290899,114.15
22.370199,114.13
-42.877201,147.33099
-33.795898,151.123
-37.807499,145.0331
20.813299,105.3383
21.0313,105.8516
21.0313,105.8516
21.0278,105.834
16.4667,107.6
10.8231,106.63
21.1861,106.0763
10.8231,106.63
37.2859,127.0099
37.4562,126.7288
37.653099,127.0725
37.3638,127.122
35.872299,128.3333
-37.814098,144.963
-6.1740999,106.8296
-6.1740999,106.8296
-6.1740999,106.8296
-6.1740999,106.8296
-6.1740999,106.8296
-6.1740999,106.8296
-6.1740999,106.8296
59.542702,10.5614
43.6572,-79.378304
51.25,3.0167
50.966702,4.2333002
-37.802399,144.9659
-33.697201,150.95039
40.8997,29.1936
37.9842,23.7353
37.983799,23.727501
37.9842,23.7353
49.919498,-97.135399
49.181702,-97.941002
55.7435,-97.855797
47.598598,-52.6926
47.598598,-52.6926
45.305302,-66.080803
45.4137,-65.982002
45.812199,-66.678398
45.9328,-60.643799
44.116798,-79.566299
51.085701,-114.0234
-22.9163,-42.821999
-29.616699,30.383301
-29.616699,30.383301
-33.327801,-60.8694
52.2966,5.1584001
51.5648,5.0781999
-33.8675,151.207
-27.500601,153.035
23.820299,90.359001
36.066002,120.3694
41.555698,-8.2350998
51.9277,4.4691
52.260101,6.2270002
51.841599,4.9661002
-26.2309,28.0583
-29.1108,26.204901
-29.1108,26.204901
50.995499,-1.0319
-29.8556,31.044901
52.082802,-2.6359601
-33.950001,151.03329
22.290899,114.15
19.364599,-99.181602
19.287901,-99.646797
20.6668,-103.3926
64.010902,11.4883
40.414299,-3.7016001
41.454201,-8.1680002
38.7174,-9.1321001
39.743599,-8.8071003
38.7174,-9.1321001
41.182098,-8.6891003
38.7174,-9.1321001
59.905899,10.7483
41.108898,29.021099
41.018002,28.974501
50.8451,4.3557
50.8451,4.3557
50.466702,4.8667002
-37.684601,176.162
-37.407799,175.86
22.572001,88.366997
38.2444,21.7344
38.2444,21.7344
41.583199,32.638901
43.5443,10.3262
52.4259,-1.4628
52.675499,-2.0290999
55.784401,-4.1001
55.471802,-4.6124001
41.466099,12.9043
41.0695,29.0044
41.0695,29.0044
24.6537,46.715199
26.3927,49.977699
41.8904,12.5124
45.470699,9.1889
45.072498,7.6876998
44.646702,7.4931002
45.518902,9.0862598
43.846001,10.7479
44.493801,11.3387
44.493801,11.3387
40.703499,17.3381
41.1115,16.8554
40.968399,17.1133
45.518902,9.0862598
41.1101,16.690901
40.603802,17.232901
40.878502,15.6523
44.730999,11.2872
38.129002,13.3341
45.535599,10.2147
45.535599,10.2147
43.5942,13.5034
-32.954102,-60.663601
-37.3167,-59.150002
-34.720299,-58.269402
4.6545401,-74.0877
4.6545401,-74.0877
4.8137002,-74.3545
35.738201,139.7805
33.566601,130.4294
35.4478,139.6425
35.033298,135.05
35.5695,139.64281
35.4403,138.7959
34.693699,135.502
-26.2041,28.0473
-1.28642,36.819801
-1.28642,36.819801
-1.28642,36.819801
-1.28642,36.819801
-1.28642,36.819801
-1.28642,36.819801
-1.28642,36.819801
-1.28642,36.819801
-1.28642,36.819801
-1.28642,36.819801
-1.28642,36.819801
-1.28642,36.819801
-1.28642,36.819801
3.8480301,11.5021
34.014999,-6.8327198
34.014999,-6.8327198
5.5689998,-.191898
5.5689998,-.191898
5.5689998,-.191898
5.5689998,-.191898
5.5689998,-.191898
5.5689998,-.191898
5.5689998,-.191898
5.5689998,-.191898
5.5689998,-.191898
5.5689998,-.191898
5.5689998,-.191898
5.5689998,-.191898
5.5689998,-.191898
5.5689998,-.191898
30.465799,30.931601
30.007401,31.491301
30.007401,31.491301
49.273201,-123.0124
-29.8587,31.021799
-26.2309,28.0583
-1.29207,36.821899
3.86181,11.5191
-25.633301,27.7833
-4.0434799,39.668201
-4.0434799,39.668201
-1.32481,36.848999
-1.32481,36.848999
-15.3875,28.3228
-15.3875,28.3228
-25.746099,28.188101
1.34831,103.683
-33.9165,18.415501
30.017599,31.413099
30.045099,31.235399
30.077801,31.2852
30.077801,31.2852
30.077801,31.2852
30.077801,31.2852
30.077801,31.2852
30.045099,31.235399
26.1642,32.7267
30.045099,31.235399
30.077801,31.2852
30.008101,31.210899
30.077801,31.2852
30.077801,31.2852
30.077801,31.2852
30.077801,31.2852
30.077801,31.2852
30.077801,31.2852
30.008101,31.210899
29.3099,30.841801
30.077801,31.2852
30.077801,31.2852
30.077801,31.2852
30.5877,31.502001
30.077801,31.2852
31.2162,29.9529
31.2162,29.9529
31.2162,29.9529
31.2162,29.9529
31.2162,29.9529
31.2162,29.9529
31.2162,29.9529
31.2162,29.9529
30.077801,31.2852
30.045099,31.235399
30.7885,31.0019
30.7885,31.0019
30.077801,31.2852
31.0364,31.380699
31.0364,31.380699
31.2565,32.2841
30.045099,31.235399
30.077801,31.2852
30.077801,31.2852
22.572001,88.366997
22.572001,88.366997
22.572001,88.366997
22.572001,88.366997
22.572001,88.366997
19.1299,73.014702
19.1299,73.014702
19.1299,73.014702
19.1299,73.014702
19.1299,73.014702
11.1271,78.656898
41.670502,-4.68121
-7.2484002,112.7419
-6.177,106.6284
41.8964,12.4092
39.476501,-6.3722
58.1535,8.0152998
59.200001,10.9333
61.572201,11.0466
24.6537,46.715199
24.7136,46.675301
35.643101,139.6487
52.370201,4.8951702
34.014999,-6.8327198
34.018101,-5.0078402
33.573101,-7.5898399
34.261002,-6.5802002
34.014999,-6.8327198
34.014999,-6.8327198
34.014999,-6.8327198
