danc,baby,heal,love
0.7085904119109292,0.5098066042325723,0.24561715607674547,0.26950894404856723
0.7106708836667996,0.47367115617977984,0.13393969367939024,0.15719499504843817
0.7203141687194748,0.5660516652021789,0.26903747573932874,0.181424301309601
0.7661864101930509,0.48051535269966195,0.1158852047411724,0.16707613507765037
0.6972937979680189,0.5634719195089086,0.20281567146644255,0.050709116063439356
0.7205569123661987,0.5338172698797881,0.23267457820447024,0.17332631248990987
0.6803257672719881,0.5051996169588199,0.22953378569120184,0.15685130157115829
0.728002750398718,0.5190520923194675,0.20823004287751312,0.10869979088392824
0.7347561930615706,0.43946955052371584,0.299314231424571,0.09421802416965953
0.735491567254085,0.4788085822092685,0.2614316468494204,0.07579112619893227
0.6937128911699775,0.5230096083002519,0.1951967663957595,0.17948602169751132
0.7253137600528373,0.5266793635026168,0.3260025106660332,0.09669343938783091
0.7033438037134772,0.5830852094012806,0.0895535802397884,0.14740257095404483
0.7433557249155018,0.5017873524533997,0.3720491700712354,0.07007978717730082
0.7265840587390312,0.5116710497325613,0.30181036069014955,0.14599499579351397
0.7453195774602464,0.5221004297662408,0.27906754334329403,0.216438789269565
0.7278139456620348,0.48367326947375533,0.1466006668954923,0.16655937445097635
0.8053084502161578,0.5004736097038391,0.15483584480213897,0.074923822881493
0.7253243524001853,0.4375981051645355,0.12941316557068672,0.1688423099413089
0.7091374385109541,0.46469318148571215,0.3442344437235057,0.2292682862140005
0.6694494301933888,0.5376404847495867,0.2797922922663992,0.18333658079804896
0.7188681228911198,0.550889833729171,0.08405377205105743,0.1687433617418858
0.7438198699487004,0.5450796276574947,0.23949783379955053,0.10693835965847653
0.7208874522223272,0.4800944499363659,0.2606669816177508,0.1378000793933307
0.7278220393527607,0.4381023230847165,0.25170670253668886,0.15767020684364644
0.7526670282122875,0.5290190588075672,0.26723680834237534,0.12019781005757779
0.7404922974361439,0.4197296504156082,0.1704416258165192,0.15740777204067347
0.7500886388691369,0.5038419537151129,0.22227574415264226,0.1784043176063678
0.7186493297395921,0.5114484694454945,0.18314832114980803,0.06242065791753026
0.7114200214458365,0.493439474420609,0.2060990709528099,0.09766556944843212
0.6746389594942157,0.49771902229952936,0.10705474450401023,0.17921429739583145
0.7264994044222376,0.5527214154289927,0.3129365407426476,0.1582060602660129
0.7467460034294804,0.5306532573422951,0.18845697100001763,0.23156883637540787
0.7668244805457991,0.47412880287116793,0.23302580200208717,0.14367360497267545
0.779995968026965,0.46988220115567214,0.25792345714013976,0.06353465414975842
0.7715017119352887,0.5096924258703499,0.2022160478787636,0.19506530039348194
0.7206168073769903,0.5223472695874893,0.14892523758343115,-0.04590854600087871
0.7052418145644234,0.5226084733483823,0.22450520676411037,0.11907733237162844
0.6941145441666131,0.587932986827506,0.2853894580619871,0.07390811624497584
0.6722262662341766,0.5002632361113099,0.10588169025938977,0.22525845976127978
0.7205298011403705,0.5327518510680094,0.25126413993747104,0.18771338367657175
0.7787473127703387,0.47006578591574893,0.2520015461711673,0.053777500215287904
0.6568100068533826,0.49309544085124213,0.27473875121771674,0.08708186256947331
0.7142168366144176,0.45907423578071027,0.22430491842484984,0.12200391669236024
0.7206591487025716,0.4647969003197847,0.27491131928342466,0.2182848387795646
0.6400990540034349,0.45012897372132665,0.27256264000571706,0.21746844809815963
0.7543730333476251,0.5790728846029319,0.19136009449239375,0.18373574675246193
0.7006730262055549,0.5749540458309766,0.3261831666745894,-0.00732082768234493
0.7199477514198267,0.5217463480583608,0.26374505271128457,0.1687827350776191
0.7312332292581053,0.5765672842048134,0.0531881052190935,0.11623415284433485
0.7524391499637962,0.4851833625318204,0.26327186562489446,0.01733898794588952
0.7543443404483733,0.4925517984261254,0.22211597399509558,0.12379745966737511
0.7113356548105776,0.4943073306593545,0.15995296661770164,0.2055991475576792
0.7201751495241687,0.5468537741421298,0.23552815453502,0.18710910775422515
0.7311485803964377,0.4942235393557779,0.20380621749970773,0.038661601557950835
0.7437693282144227,0.5620029858073095,0.1968908213643875,0.0735496942360413
0.6801781578002714,0.508139143943429,0.14889999837183662,0.19201353873056073
0.686905240675031,0.5084463478160697,0.2637978508687426,0.0959398479328472
0.6756322330781878,0.5436834686767835,0.16994865406795126,0.25242127655261487
0.7596049151588524,0.5646649985747327,0.3123792947660822,0.1119784450895189
0.7630861680788921,0.46051891148789087,0.17674652098634464,0.13292222512108332
0.7243193770284909,0.43776525673333294,0.28596409358851604,0.15973937291222165
0.716188754394442,0.5156916435741042,0.19815316006459716,0.1362208200376871
0.7045885731595573,0.47950446866527774,0.13703907155503112,0.10395505142748773
0.651833401769438,0.5339382221628295,0.26803793016149097,0.1668352319615259
0.7569881503225189,0.49957767053951807,0.15012697120785318,0.09947242458258934
0.7231554216314525,0.5762808753127356,0.25026787792611915,0.0931865442078517
0.7387219390839093,0.5299268466735918,0.22827761112075146,0.16994692937506697
0.7370947325113671,0.5632416202426939,0.2910780913619102,0.10423762360539156
0.7282991704215496,0.4741775297084003,0.127199309481583,0.2709400373849858
0.7775603146751506,0.4813194852464809,0.2716987347015485,0.05963377548855952
0.7411559851372164,0.41800859048134914,0.2714221635781705,0.02861118773262853
0.7419158318558856,0.5645730593367688,0.2460487245787528,0.16465142306481817
0.6323117287132035,0.4381532087045541,0.31806188264412383,0.06683215310977432
0.7505318228098361,0.48365535346514626,0.23830490829964054,0.16205690899775488
0.7885300725393075,0.4874084233900115,0.1208148050257342,0.24829546844638398
0.7064792380661304,0.4989541820096274,0.13118124617350413,0.12288229292351295
0.6387525537088724,0.45101916172051953,0.21947565029462765,0.11972943254445179
0.7648398953641312,0.45304756863514,0.2069330757636012,0.14311435919055487
0.7354285854098966,0.48136750967233216,0.3163735448768095,0.09947395890290847
0.7786091754610025,0.5020403109959282,0.2591748801522317,0.2726514721302873
0.7197550602436177,0.5117990252881139,0.19168655527162987,0.1851017353666952
0.7068753166571982,0.47209373301448293,0.1829590086202914,0.2404567629160502
0.6852986375812412,0.4153432790553072,0.08920734049952708,0.1672142325827777
0.7540286192382657,0.4972220084051227,0.2832358297584755,0.18407017260472208
0.772658293857339,0.5032196398582905,0.21063054774188725,0.1638734455109629
0.7436408253228342,0.48938401756632277,0.20516042951206478,0.1377889204285722
0.7056233990487669,0.4802364974452897,0.236735501445225,0.13672788147525974
0.7458259472559388,0.45317962732749056,0.17769855298727258,0.16672185906083692
0.7046857315577482,0.511671104159031,0.29028560041308477,0.14405687107383472
0.7056467462870384,0.6129274607759514,0.29213307177372055,-0.047688649184933526
0.7447375221807279,0.521219079058221,0.15341081039917748,0.06983584849045579
0.6982599020301236,0.39255071516934575,0.24074547796258375,0.16550214858764103
0.7022150615312625,0.54680569306759,0.22904495394551488,0.19373356437568096
0.7419415926826622,0.48216563444625804,0.11781213977294042,0.03865689553683149
0.6941961149328072,0.5475879010436019,0.18163426468869587,0.055806935783590875
0.6932763914184447,0.4678701738482311,0.2530926646348828,0.09544797014741212
0.6687007032723475,0.43565526342000865,0.2492966145476155,0.18169494465342567
0.7277295189800497,0.5396747964269235,0.28219705342602586,0.10102880966031956
0.7247166493110456,0.4486640681328271,0.229238407957285,0.17456867793622755
0.7554345381645381,0.5974782391782839,0.3056236401916142,-0.06494226760937127
0.7020542122266115,0.4244086899811167,0.1898145860182366,0.22768524949485994
0.7319275054794646,0.48107596076794235,0.3526097311079117,0.09026959670020225
0.7131116702903885,0.5010338818975892,0.2535229124514497,0.04775649247347168
0.7345024352820919,0.5486044296481858,0.22558311494102423,0.19636315789636294
0.6855849225302186,0.540742148720893,0.16193023330726938,0.09395111539867035
0.697223333544597,0.5251176771755107,0.2270363601276966,0.07508306499377464
0.7593759871697854,0.5515082907750157,0.166199982528129,0.14938880647386568
0.7423237331177096,0.521902892682062,0.29562194640840306,0.05947953298289424
0.7148611114329017,0.4760983782449301,0.10482211777984461,0.1937531683272087
0.7581099742536943,0.5666627349428538,0.1906027782807339,0.10988007943646293
0.6693319006241851,0.54779737983282,0.10300109351325222,0.10947148606879624
0.7237486052877309,0.4604683299486581,0.25441753635821274,0.20062000927012724
0.6910656794618835,0.45223466072425034,0.3361979776256632,0.25510675559861995
0.694083900810297,0.4813146598914466,0.14759380506214942,0.1727743945697511
0.7402505687427442,0.530199079888763,0.21520622505231382,0.10471299005344471
0.6973494040702478,0.43143246523394835,0.1865972862795572,0.09621856769181847
0.7211833618301808,0.5123491430604338,0.18244577006774168,0.137697703534489
0.6996198293850109,0.4892108709749979,0.21770754082050678,0.23012126745200076
0.6577306411824859,0.4200997129788323,0.2422714792538348,0.1283416997746844
0.6785271990092624,0.48996992875707635,0.23335998716605189,0.17477112057502564
